Devices
1000
,,Plate force 1 - Moment,,
Frame,Sub Frame,Mx,My
,,N.mm,N.mm
2799,3,6321.73,-541.13
2799,4,6302.7,-537.812
2799,5,6322.11,-535.747
2799,6,6358.47,-560.004
2799,7,6300.63,-549.91
2799,8,6340.75,-549.08
2799,9,6317.58,-552.21
2800,0,6340.38,-545.09
2800,1,6316.08,-550.473
2800,2,6290.28,-545.95
2800,3,6330.59,-561.851
2800,4,6316.27,-543.994
2800,5,6321.73,-555.183
2800,6,6318.53,-553.149
2800,7,6370.15,-540.488
2800,8,6326.82,-565.434
2800,9,6368.83,-560.191
2801,0,6340.76,-538.798
2801,1,6310.43,-552.586
2801,2,6333.41,-541.021
2801,3,6343.78,-548.595
2801,4,6324.75,-543.54
2801,5,6327,-556.576
2801,6,6323.24,-546.78
2801,7,6313.07,-554.886
2801,8,6328.71,-551.193
2801,9,6323.24,-559.488
2802,0,6324.37,-551.647
2802,1,6319.66,-552.132
2802,2,6315.71,-558.423
2802,3,6333.98,-548.971
2802,4,6291.22,-560.99
2802,5,6325.69,-553.947
2802,6,6327.57,-566.796
2802,7,6297.25,-564.339
2802,8,6314.19,-547.844
2802,9,6342.26,-574.746
2803,0,6337.55,-550.629
2803,1,6326.08,-567.657
2803,2,6319.85,-560.16
2803,3,6333.23,-569.582
2803,4,6328.32,-550.332
2803,5,6334.17,-567.171
2803,6,6329.83,-558.58
2803,7,6321.92,-554.558
2803,8,6345.09,-559.222
2803,9,6323.05,-582.619
2804,0,6337.37,-553.76
2804,1,6328.33,-545.966
2804,2,6300.07,-568.267
2804,3,6318.91,-568.643
2804,4,6345.47,-556.889
2804,5,6327.76,-561.757
2804,6,6338.88,-548.939
2804,7,6321.92,-586.014
2804,8,6323.61,-568.533
2804,9,6345.47,-563.447
2805,0,6308.74,-570.756
2805,1,6326.64,-572.336
2805,2,6326.25,-566.687
2805,3,6311.19,-577.766
2805,4,6311.75,-566.233
2805,5,6323.23,-571.397
2805,6,6310.43,-561.146
2805,7,6327.38,-562.429
2805,8,6339.06,-569.895
2805,9,6318.15,-581.272
2806,0,6330.02,-567.594
2806,1,6305.34,-569.738
2806,2,6286.5,-579.081
2806,3,6301.57,-580.74
2806,4,6327.38,-561.522
2806,5,6317.39,-572.117
2806,6,6326.63,-576.373
2806,7,6310.8,-574.339
2806,8,6330.77,-577.125
2806,9,6334.91,-575.998
2807,0,6338.87,-580.287
2807,1,6286.12,-567.406
2807,2,6322.11,-569.362
2807,3,6311.18,-579.801
2807,4,6361.48,-575.169
2807,5,6318.89,-570.083
2807,6,6320.98,-574.636
2807,7,6313.44,-570.99
2807,8,6328.51,-579.394
2807,9,6320.59,-561.037
2808,0,6309.29,-578.784
2808,1,6330.2,-569.362
2808,2,6297.05,-566.358
2808,3,6323.98,-575.919
2808,4,6320.41,-582.665
2808,5,6302.51,-570.459
2808,6,6312.87,-575.842
2808,7,6325.87,-572.837
2808,8,6321.54,-593.479
2808,9,6303.08,-575.466
2809,0,6293.47,-583.636
2809,1,6319.84,-571.961
2809,2,6326.82,-585.56
2809,3,6303.26,-587.908
2809,4,6336.62,-590.193
2809,5,6296.48,-564.511
2809,6,6319.66,-579.801
2809,7,6292.53,-567.594
2809,8,6308.73,-593.855
2809,9,6302.89,-577.5
2810,0,6321.73,-576.64
2810,1,6316.46,-575.2
2810,2,6307.79,-577.766
2810,3,6343.2,-583.98
2810,4,6310.05,-583.26
2810,5,6316.08,-591.288
2810,6,6319.84,-569.55
2810,7,6325.88,-581.648
2810,8,6319.47,-570.834
2810,9,6322.48,-579.536
2811,0,6333.79,-579.269
2811,1,6314.39,-586.547
2811,2,6301.95,-567.813
2811,3,6315.14,-595.059
2811,4,6331.15,-566.874
2811,5,6290.27,-581.116
2811,6,6316.08,-569.957
2811,7,6325.5,-571.773
2811,8,6360.53,-576.937
2811,9,6331.71,-571.099
2812,0,6304.78,-606.547
2812,1,6322.67,-577.845
2812,2,6310.06,-587.861
2812,3,6302.89,-580.365
2812,4,6312.5,-589.551
2812,5,6301.38,-592.869
2812,6,6319.09,-587.861
2812,7,6320.59,-573.056
2812,8,6334.16,-568.986
2812,9,6290.08,-583.526
2813,0,6335.86,-581.57
2813,1,6336.99,-573.886
2813,2,6333.22,-567.328
2813,3,6320.98,-580.896
2813,4,6319.84,-577.125
2813,5,6312.5,-590.24
2813,6,6301.76,-573.589
2813,7,6338.68,-576.295
2813,8,6303.64,-602.478
2813,9,6313.82,-595.811
2814,0,6296.29,-581.757
2814,1,6310.8,-594.872
2814,2,6335.48,-586.171
2814,3,6307.98,-575.357
2814,4,6329.08,-588.205
2814,5,6307.97,-574.825
2814,6,6330.01,-566.389
2814,7,6323.98,-588.581
2814,8,6319.47,-584.699
2814,9,6345.08,-574.152
2815,0,6304.02,-588.846
2815,1,6331.71,-584.434
2815,2,6319.65,-580.631
2815,3,6310.05,-592.009
2815,4,6316.83,-586.171
2815,5,6344.71,-581.273
2815,6,6315.51,-581.883
2815,7,6343.58,-565.34
2815,8,6322.67,-570.051
2815,9,6306.29,-582.024
2816,0,6330.02,-571.179
2816,1,6332.28,-588.018
2816,2,6321.35,-577.391
2816,3,6321.55,-582.368
2816,4,6311.74,-577.36
2816,5,6324.18,-582.524
2816,6,6322.86,-568.47
2816,7,6324.17,-585.013
2816,8,6338.31,-576.827
2816,9,6303.64,-585.608
2817,0,6317.96,-597.439
2817,1,6311.56,-587.079
2817,2,6318.16,-586.249
2817,3,6319.66,-588.659
2817,4,6329.46,-586.092
2817,5,6326.62,-575.623
2817,6,6320.04,-584.589
2817,7,6297.43,-585.607
2817,8,6319.28,-570.928
2817,9,6330.59,-567.375
2818,0,6330.21,-564.401
2818,1,6326.82,-585.42
2818,2,6320.22,-574.23
2818,3,6339.64,-579.503
2818,4,6343.02,-582.446
2818,5,6330.78,-575.701
2818,6,6329.46,-588.314
2818,7,6333.6,-573.666
2818,8,6307.42,-561.35
2818,9,6328.32,-578.267
2819,0,6340.76,-581.726
2819,1,6348.11,-565.231
2819,2,6332.84,-564.136
2819,3,6354.51,-569.754
2819,4,6346.79,-565.795
2819,5,6331.34,-588.362
2819,6,6311.56,-558.564
2819,7,6328.7,-571.71
2819,8,6327.57,-592.885
2819,9,6311,-583.839
2820,0,6339.63,-569.034
2820,1,6348.49,-564.245
2820,2,6332.84,-572.649
2820,3,6321.73,-584.512
2820,4,6356.02,-563.65
2820,5,6324.19,-570.348
2820,6,6331.91,-568.658
2820,7,6347.92,-565.231
2820,8,6351.69,-567.078
2820,9,6309.49,-574.84
2821,0,6320.42,-580.005
2821,1,6344.9,-575.247
2821,2,6338.12,-571.71
2821,3,6333.23,-564.667
2821,4,6336.99,-567.375
2821,5,6323.43,-567.078
2821,6,6302.14,-569.645
2821,7,6339.25,-572.508
2821,8,6325.13,-571.6
2821,9,6323.06,-593.713
2822,0,6366.95,-566.17
2822,1,6334.74,-581.539
2822,2,6334.36,-578.299
2822,3,6331.16,-555.997
2822,4,6321.17,-572.352
2822,5,6334.17,-569.754
2822,6,6322.31,-572.618
2822,7,6337.18,-587.986
2822,8,6324.75,-566.843
2822,9,6344.91,-558.83
2823,0,6349.43,-578.909
2823,1,6338.13,-580.49
2823,2,6340.4,-570.959
2823,3,6360.18,-564.856
2823,4,6329.66,-569.676
2823,5,6331.35,-569.864
2823,6,6350.38,-562.023
2823,7,6340.96,-556.374
2823,8,6347.74,-574.872
2823,9,6343.22,-564.934
2824,0,6340.21,-567.453
2824,1,6344.73,-573.103
2824,2,6329.66,-569.331
2824,3,6342.28,-562.899
2824,4,6325.7,-573.134
2824,5,6310.82,-566.201
2824,6,6335.12,-553.587
2824,7,6333.8,-567.751
2824,8,6321.37,-559.691
2824,9,6335.69,-569.034
2825,0,6332.11,-570.505
2825,1,6329.09,-566.655
2825,2,6325.32,-557.876
2825,3,6346.8,-570.724
2825,4,6351.13,-562.586
2825,5,6338.51,-554.339
2825,6,6352.82,-549.738
2825,7,6351.13,-566.624
2825,8,6352.07,-580.818
2825,9,6298.94,-560.928
2826,0,6334.92,-559.832
2826,1,6353.57,-558.815
2826,2,6346.61,-551.694
2826,3,6352.25,-568.314
2826,4,6321.36,-564.433
2826,5,6323.43,-561.49
2826,6,6349.8,-575.701
2826,7,6349.8,-545.246
2826,8,6327.57,-550.864
2826,9,6341.32,-547.062
2827,0,6326.25,-558.549
2827,1,6332.1,-555.23
2827,2,6325.5,-563.525
2827,3,6320.98,-542.461
2827,4,6296.1,-550.004
2827,5,6333.41,-565.372
2827,6,6332.27,-538.548
2827,7,6334.91,-561.381
2827,8,6321.36,-556.404
2827,9,6334.35,-546.013
2828,0,6342.64,-556.247
2828,1,6309.49,-543.712
2828,2,6290.27,-560.958
2828,3,6303.64,-552.68
2828,4,6348.1,-558.548
2828,5,6323.04,-541.677
2828,6,6319.28,-566.39
2828,7,6316.64,-559.268
2828,8,6301.95,-556.639
2828,9,6310.61,-553.431
2829,0,6309.85,-544.307
2829,1,6320.22,-559.346
2829,2,6323.99,-546.31
2829,3,6310.05,-563.603
2829,4,6307.97,-553.431
2829,5,6282.53,-556.029
2829,6,6318.14,-551.396
2829,7,6319.28,-552.148
2829,8,6309.85,-568.878
2829,9,6305.89,-556.405
2830,0,6303.08,-552.304
2830,1,6299.49,-553.885
2830,2,6274.44,-561.381
2830,3,6325.87,-540.551
2830,4,6298.55,-565.45
2830,5,6309.29,-552.977
2830,6,6311.18,-553.509
2830,7,6294.98,-566.123
2830,8,6285.93,-559.91
2830,9,6288.76,-556.483
2831,0,6314.38,-557.124
2831,1,6307.98,-542.429
2831,2,6293.47,-559.237
2831,3,6283.48,-565.669
2831,4,6275.01,-559.315
2831,5,6307.6,-564.058
2831,6,6301.38,-564.058
2831,7,6309.48,-559.347
2831,8,6288.95,-550.458
2831,9,6308.17,-558.595
2832,0,6304.97,-558.674
2832,1,6300.26,-559.565
2832,2,6269.17,-555.653
2832,3,6294.04,-546.201
2832,4,6268.42,-554.261
2832,5,6298.56,-566.654
2832,6,6291.21,-540.019
2832,7,6307.98,-561.569
2832,8,6288.2,-568.956
2832,9,6308.36,-552.492
2833,0,6273.88,-560.552
2833,1,6296.3,-559.535
2833,2,6302.33,-551.24
2833,3,6261.26,-552.038
2833,4,6281.8,-570.004
2833,5,6270.11,-541.974
2833,6,6274.07,-556.968
2833,7,6260.31,-552.226
2833,8,6282.73,-534.401
2833,9,6271.24,-544.463
2834,0,6285.94,-556.107
2834,1,6268.23,-556.78
2834,2,6278.4,-542.507
2834,3,6274.64,-549.581
2834,4,6262.96,-539.831
2834,5,6265.97,-547.093
2834,6,6265.03,-556.248
2834,7,6276.52,-548.157
2834,8,6269.54,-530.708
2834,9,6258.43,-527.061
2835,0,6273.32,-538.016
2835,1,6273.12,-552.148
2835,2,6265.97,-560.505
2835,3,6263.71,-559.988
2835,4,6285.94,-540.426
2835,5,6244.11,-537.374
2835,6,6266.35,-546.717
2835,7,6275.57,-551.96
2835,8,6246.2,-538.391
2835,9,6254.28,-535.34
2836,0,6253.35,-554.745
2836,1,6264.83,-546.341
2836,2,6252.97,-539.001
2836,3,6297.62,-551.349
2836,4,6222.07,-538.094
2836,5,6240.72,-546.905
2836,6,6261.63,-551.804
2836,7,6227.16,-529.048
2836,8,6236.39,-546.232
2836,9,6229.8,-542.053
2837,0,6248.64,-539.596
2837,1,6254.29,-536.842
2837,2,6252.4,-537.186
2837,3,6245.62,-532.1
2837,4,6243.54,-533.117
2837,5,6241.29,-545.481
2837,6,6253.72,-536.435
2837,7,6271.05,-551.13
2837,8,6275.76,-533.493
2837,9,6249.01,-535.309
2838,0,6255.22,-546.154
2838,1,6250.14,-534.322
2838,2,6248.82,-549.049
2838,3,6265.97,-531.568
2838,4,6222.45,-526.669
2838,5,6284.8,-535.496
2838,6,6245.24,-548.642
2838,7,6251.46,-523.962
2838,8,6272.95,-532.366
2838,9,6275.76,-531.505
2839,0,6248.25,-544.307
2839,1,6275.95,-536.091
2839,2,6232.06,-538.392
2839,3,6255.42,-543.102
2839,4,6261.25,-530.628
2839,5,6250.14,-530.785
2839,6,6255.99,-526.56
2839,7,6240.91,-537.797
2839,8,6236.57,-532.742
2839,9,6234.32,-530.222
2840,0,6236.58,-538.846
2840,1,6257.49,-539.002
2840,2,6261.25,-548.157
2840,3,6235.64,-532.334
2840,4,6280.85,-535.95
2840,5,6260.88,-545.246
2840,6,6271.43,-540.16
2840,7,6242.23,-531.99
2840,8,6233.38,-550.755
2840,9,6251.09,-539.941
2841,0,6256.74,-545.512
2841,1,6271.62,-535.872
2841,2,6284.62,-546.076
2841,3,6243.17,-540.05
2841,4,6211.34,-547.061
2841,5,6246.18,-534.744
2841,6,6275.95,-524.384
2841,7,6276.15,-526.638
2841,8,6264.46,-549.283
2841,9,6262.95,-537.907
2842,0,6247.13,-541.302
2842,1,6249.21,-552.899
2842,2,6264.83,-534.479
2842,3,6262.96,-530.973
2842,4,6254.29,-528.829
2842,5,6272.37,-526.418
2842,6,6260.32,-542.272
2842,7,6254.66,-555.168
2842,8,6259.75,-532.444
2842,9,6252.59,-527.545
2843,0,6265.78,-530.895
2843,1,6260.7,-521.818
2843,2,6256.17,-550.332
2843,3,6252.97,-545.293
2843,4,6257.68,-533.007
2843,5,6255.42,-525.73
2843,6,6270.11,-540.583
2843,7,6259.75,-543.556
2843,8,6228.1,-534.854
2843,9,6268.98,-536.435
2844,0,6261.63,-538.392
2844,1,6272.94,-534.134
2844,2,6276.33,-514.619
2844,3,6262.39,-520.722
2844,4,6275.38,-516.2
2844,5,6263.7,-528.266
2844,6,6246.75,-538.579
2844,7,6270.67,-530.332
2844,8,6256.36,-539.33
2844,9,6266.34,-525.026
2845,0,6288.01,-528.14
2845,1,6296.86,-535.528
2845,2,6279.53,-522.491
2845,3,6275.38,-515.48
2845,4,6293.28,-534.244
2845,5,6272.37,-520.644
2845,6,6299.12,-513.226
2845,7,6267.28,-533.868
2845,8,6291.2,-524.228
2845,9,6290.63,-502.866
2846,0,6273.5,-534.807
2846,1,6267.28,-526.826
2846,2,6273.5,-519.893
2846,3,6254.66,-528.219
2846,4,6263.14,-532.209
2846,5,6254.46,-525.621
2846,6,6255.03,-529.799
2846,7,6238.08,-547.547
2846,8,6247.88,-529.877
2846,9,6264.63,-517.076
2847,0,6265.78,-529.424
2847,1,6248.24,-529.313
2847,2,6271.42,-527.201
2847,3,6265.96,-515.714
2847,4,6259.55,-528.594
2847,5,6258.04,-506.559
2847,6,6256.16,-536.592
2847,7,6258.61,-517.749
2847,8,6264.65,-512.475
2847,9,6273.12,-526.153
2848,0,6254.27,-532.476
2848,1,6244.1,-533.118
2848,2,6279.71,-522.303
2848,3,6251.64,-527.921
2848,4,6265.2,-519.032
2848,5,6252.02,-525.919
2848,6,6262,-525.699
2848,7,6254.84,-530.519
2848,8,6247.49,-543.18
2848,9,6240.15,-511.567
2849,0,6274.06,-518.202
2849,1,6255.97,-516.575
2849,2,6260.5,-529.205
2849,3,6238.45,-518.046
2849,4,6260.68,-522.083
2849,5,6256.54,-527.843
2849,6,6250.32,-523.211
2849,7,6253.34,-530.253
2849,8,6265.39,-526.529
2849,9,6278.76,-511.16
2850,0,6239.2,-530.363
2850,1,6246.75,-525.543
2850,2,6263.88,-516.309
2850,3,6270.29,-527.092
2850,4,6243.72,-534.933
2850,5,6232.8,-521.974
2850,6,6242.03,-525.355
2850,7,6229.21,-519.142
2850,8,6253.71,-519.736
2850,9,6250.5,-534.369
2851,0,6262,-526.075
2851,1,6245.24,-519.595
2851,2,6260.12,-518.046
2851,3,6254.09,-528.563
2851,4,6260.3,-544.948
2851,5,6258.41,-522.569
2851,6,6246.73,-540.207
2851,7,6253.7,-535.449
2851,8,6258.03,-522.913
2851,9,6254.65,-526.559
2852,0,6259.92,-545.747
2852,1,6236.57,-534.885
2852,2,6236,-531.161
2852,3,6268.6,-540.019
2852,4,6261.61,-507.232
2852,5,6253.52,-532.93
2852,6,6243.91,-528.109
2852,7,6238.25,-534.556
2852,8,6257.1,-518.5
2852,9,6267.08,-531.537
2853,0,6255.22,-521.285
2853,1,6252.19,-519.627
2853,2,6259.92,-543.665
2853,3,6268.4,-520.769
2853,4,6268.03,-530.785
2853,5,6239.02,-532.366
2853,6,6266.14,-534.588
2853,7,6245.04,-525.886
2853,8,6244.29,-541.146
2853,9,6234.68,-527.013
2854,0,6249.94,-529.236
2854,1,6239.39,-536.81
2854,2,6249.19,-528.14
2854,3,6273.49,-532.022
2854,4,6256.35,-532.444
2854,5,6252.39,-541.443
2854,6,6249.95,-536.357
2854,7,6268.78,-535.559
2854,8,6238.83,-528.673
2854,9,6240.33,-520.269
2855,0,6250.14,-525.01
2855,1,6245.05,-525.167
2855,2,6255.23,-515.824
2855,3,6237.7,-527.389
2855,4,6231.49,-546.153
2855,5,6233.75,-527.202
2855,6,6266.9,-535.606
2855,7,6269.16,-539.111
2855,8,6261.25,-526.262
2855,9,6227.9,-537.749
2856,0,6283.1,-538.391
2856,1,6269.92,-520.191
2856,2,6271.61,-520.832
2856,3,6247.5,-539.064
2856,4,6259.55,-526.372
2856,5,6253.72,-530.175
2856,6,6253.34,-533.195
2856,7,6254.47,-519.173
2856,8,6253.15,-543.587
2856,9,6264.83,-541.553
2857,0,6267.29,-510.816
2857,1,6280.66,-542.382
2857,2,6259.93,-528.892
2857,3,6231.11,-542.491
2857,4,6246.74,-517.107
2857,5,6260.5,-526.482
2857,6,6246.93,-532.287
2857,7,6274.82,-530.065
2857,8,6252.77,-526.106
2857,9,6235.82,-540.457
2858,0,6257.1,-528.03
2858,1,6250.7,-526.669
2858,2,6262.19,-527.843
2858,3,6234.5,-546.075
2858,4,6251.83,-511.677
2858,5,6255.59,-535.152
2858,6,6259.93,-518.077
2858,7,6239.2,-506.747
2858,8,6281.78,-519.064
2858,9,6242.41,-518.359
2859,0,6252.4,-536.169
2859,1,6269.35,-514.055
2859,2,6262.76,-537.029
2859,3,6248.25,-511.677
2859,4,6254.84,-528.86
2859,5,6250.32,-523.586
2859,6,6238.64,-523.852
2859,7,6281.78,-526.074
2859,8,6252.76,-532.82
2859,9,6250.7,-527.577
2860,0,6240.34,-524.682
2860,1,6258.62,-522.866
2860,2,6265.39,-530.598
2860,3,6262.19,-530.706
2860,4,6266.7,-520.8
2860,5,6264.82,-527.092
2860,6,6249.94,-522.115
2860,7,6242.59,-530.3
2860,8,6283.1,-521.818
2860,9,6242.4,-523.586
2861,0,6265.01,-520.456
2861,1,6249.56,-519.408
2861,2,6284.42,-523.352
2861,3,6266.33,-513.711
2861,4,6271.98,-523.508
2861,5,6249,-513.68
2861,6,6246.55,-526.716
2861,7,6288.56,-518.954
2861,8,6255.21,-523.93
2861,9,6265.95,-516.388
2862,0,6266.71,-522.569
2862,1,6263.5,-528.86
2862,2,6258.42,-511.567
2862,3,6240.14,-517.186
2862,4,6271.61,-509.048
2862,5,6285.73,-532.257
2862,6,6263.5,-526.794
2862,7,6251.82,-511.379
2862,8,6256.72,-512.929
2862,9,6255.97,-528.375
2863,0,6270.1,-526.904
2863,1,6260.87,-521.098
2863,2,6254.66,-531.27
2863,3,6272.93,-524.713
2863,4,6277.26,-523.367
2863,5,6275.18,-517.138
2863,6,6304.95,-515.417
2863,7,6264.45,-518.61
2863,8,6291.01,-512.177
2863,9,6290.82,-525.057
2864,0,6286.11,-523.32
2864,1,6268.22,-519.064
2864,2,6252.21,-530.41
2864,3,6267.84,-525.809
2864,4,6272.74,-535.715
2864,5,6280.65,-518.61
2864,6,6287.61,-524.948
2864,7,6270.48,-523.774
2864,8,6271.61,-514.619
2864,9,6269.91,-526.263
2865,0,6252.77,-508.14
2865,1,6276.13,-512.396
2865,2,6273.87,-514.885
2865,3,6278.39,-517.67
2865,4,6278.01,-520.989
2865,5,6267.09,-524.87
2865,6,6279.71,-524.416
2865,7,6280.27,-523.43
2865,8,6285.16,-523.477
2865,9,6272.17,-509.454
2866,0,6293.27,-526.074
2866,1,6290.26,-501.583
2866,2,6271.22,-509.235
2866,3,6306.65,-525.433
2866,4,6272.17,-540.692
2866,5,6287.06,-516.356
2866,6,6280.46,-521.208
2866,7,6287.05,-510.738
2866,8,6299.11,-523.102
2866,9,6284.98,-527.467
2867,0,6283.85,-499.548
2867,1,6264.82,-513.571
2867,2,6278.95,-537.296
2867,3,6273.86,-517.373
2867,4,6279.71,-503.695
2867,5,6290.82,-516.199
2867,6,6278.39,-511.161
2867,7,6281.4,-528.062
2867,8,6273.86,-518.046
2867,9,6298.92,-506.481
2868,0,6273.87,-513.492
2868,1,6273.12,-524.713
2868,2,6300.43,-514.885
2868,3,6289.7,-527.389
2868,4,6293.65,-528.97
2868,5,6281.03,-520.8
2868,6,6297.8,-504.634
2868,7,6273.87,-511.912
2868,8,6287.82,-515.448
2868,9,6300.62,-511.911
2869,0,6280.85,-508.062
2869,1,6299.87,-500.643
2869,2,6283.3,-519.173
2869,3,6282.16,-527.844
2869,4,6288.57,-511.755
2869,5,6292.15,-506.778
2869,6,6282.16,-522.726
2869,7,6297.23,-512.052
2869,8,6287.63,-519.032
2869,9,6307.41,-504.978
2870,0,6301,-520.159
2870,1,6298.93,-520.268
2870,2,6296.86,-510.331
2870,3,6288.01,-504.368
2870,4,6303.07,-511.191
2870,5,6297.8,-515.073
2870,6,6298.37,-509.345
2870,7,6298.18,-514.321
2870,8,6301.76,-526.638
2870,9,6312.68,-521.552
2871,0,6292.52,-518.046
2871,1,6311.93,-515.823
2871,2,6306.09,-507.467
2871,3,6305.9,-518.125
2871,4,6309.48,-521.896
2871,5,6317.01,-518.125
2871,6,6292.15,-526.34
2871,7,6310.98,-529.956
2871,8,6314.18,-500.831
2871,9,6316.82,-534.103
2872,0,6303.08,-515.902
2872,1,6310.99,-517.905
2872,2,6322.67,-538.579
2872,3,6331.89,-506.982
2872,4,6319.09,-499.172
2872,5,6316.45,-518.625
2872,6,6305.9,-522.804
2872,7,6320.4,-533.586
2872,8,6331.71,-527.968
2872,9,6334.73,-521.677
2873,0,6292.53,-527.139
2873,1,6303.27,-521.786
2873,2,6310.8,-521.364
2873,3,6327.76,-523.148
2873,4,6295.54,-521.066
2873,5,6312.12,-531.771
2873,6,6343.39,-523.821
2873,7,6301.57,-513.274
2873,8,6328.7,-505.62
2873,9,6339.06,-523.226
2874,0,6324.55,-525.966
2874,1,6340.01,-517.608
2874,2,6372.59,-505.135
2874,3,6321.17,-513.085
2874,4,6295.74,-532.413
2874,5,6327.01,-534.072
2874,6,6313.82,-514.212
2874,7,6336.61,-521.035
2874,8,6356.21,-512.412
2874,9,6328.89,-513.993
2875,0,6332.66,-516.137
2875,1,6333.6,-518.093
2875,2,6334.92,-514.368
2875,3,6369.21,-523.148
2875,4,6320.42,-516.324
2875,5,6348.49,-513.946
2875,6,6334.55,-520.205
2875,7,6336.61,-522.992
2875,8,6351.31,-509.767
2875,9,6343.78,-510.863
2876,0,6334.93,-514.369
2876,1,6345.67,-515.12
2876,2,6338.51,-516.058
2876,3,6343.97,-514.665
2876,4,6350.37,-528.829
2876,5,6344.53,-524.807
2876,6,6358.85,-501.066
2876,7,6346.04,-518.39
2876,8,6357.9,-525.668
2876,9,6340.39,-510.034
2877,0,6348.49,-529.173
2877,1,6353.39,-522.006
2877,2,6341.14,-512.632
2877,3,6362.24,-517.906
2877,4,6379.76,-508.718
2877,5,6362.81,-521.066
2877,6,6358.65,-514.18
2877,7,6366.57,-524.009
2877,8,6354.89,-535.762
2877,9,6373.74,-497.67
2878,0,6365.25,-507.122
2878,1,6378.45,-515.558
2878,2,6375.23,-511.458
2878,3,6356.78,-528.485
2878,4,6393.14,-509.955
2878,5,6377.68,-522.272
2878,6,6374.67,-512.365
2878,7,6352.63,-519.83
2878,8,6359.6,-504.259
2878,9,6355.64,-515.307
2879,0,6402.17,-497.623
2879,1,6369.96,-503.054
2879,2,6391.63,-507.498
2879,3,6358.84,-493.679
2879,4,6349.99,-506.668
2879,5,6365.81,-501.66
2879,6,6397.65,-512.584
2879,7,6385.4,-508.969
2879,8,6395.2,-500.988
2879,9,6378.06,-497.028
2880,0,6361.86,-513.524
2880,1,6370.52,-504.9
2880,2,6405.19,-506.48
2880,3,6390.68,-498.686
2880,4,6393.32,-510.503
2880,5,6381.45,-516.356
2880,6,6381.45,-530.144
2880,7,6374.1,-505.808
2880,8,6414.98,-502.975
2880,9,6370.52,-514.431
2881,0,6384.09,-513.821
2881,1,6393.69,-491.864
2881,2,6391.62,-507.795
2881,3,6384.65,-508.484
2881,4,6388.04,-499.25
2881,5,6381.26,-508.062
2881,6,6395.39,-506.966
2881,7,6407.07,-496.496
2881,8,6434.18,-504.822
2881,9,6373.34,-522.304
2882,0,6392,-506.559
2882,1,6395.01,-493.256
2882,2,6400.85,-507.608
2882,3,6392.37,-502.521
2882,4,6395.2,-518.234
2882,5,6394.25,-504.446
2882,6,6385.96,-516.841
2882,7,6418.37,-506.402
2882,8,6373.15,-512.584
2882,9,6402.17,-509.157
2883,0,6397.83,-491.488
2883,1,6398.96,-511.864
2883,2,6406.12,-495.526
2883,3,6388.04,-507.232
2883,4,6392.55,-493.147
2883,5,6402.54,-504.681
2883,6,6409.7,-494.165
2883,7,6389.73,-514.134
2883,8,6388.03,-504.603
2883,9,6401.03,-504.227
2884,0,6397.83,-512.74
2884,1,6395.01,-518.766
2884,2,6404.24,-496.12
2884,3,6397.83,-489.798
2884,4,6401.04,-503.429
2884,5,6396.32,-510.33
2884,6,6390.67,-507.655
2884,7,6419.12,-506.449
2884,8,6387.66,-508.108
2884,9,6415.92,-517.639
2885,0,6398.96,-497.638
2885,1,6386.72,-509.799
2885,2,6385.4,-516.434
2885,3,6404.05,-493.789
2885,4,6397.08,-499.673
2885,5,6394.82,-512.819
2885,6,6380.12,-502.568
2885,7,6385.58,-510.816
2885,8,6389.17,-499.329
2885,9,6385.96,-515.762
2886,0,6403.67,-505.62
2886,1,6401.98,-500.424
2886,2,6421.76,-504.603
2886,3,6385.59,-498.577
2886,4,6376.17,-512.662
2886,5,6380.87,-513.006
2886,6,6404.99,-497.857
2886,7,6403.68,-503.883
2886,8,6422.13,-490.893
2886,9,6388.04,-496.652
2887,0,6381.45,-520.801
2887,1,6392.94,-494.055
2887,2,6393.7,-512.851
2887,3,6395.57,-512.662
2887,4,6386.91,-501.63
2887,5,6403.49,-501.848
2887,6,6407.63,-510.331
2887,7,6412.72,-494.649
2887,8,6431.74,-492.74
2887,9,6391.24,-512.474
2888,0,6397.84,-505.166
2888,1,6385.59,-510.816
2888,2,6410.46,-499.705
2888,3,6419.5,-517.749
2888,4,6377.31,-513.68
2888,5,6390.3,-522.913
2888,6,6385.22,-503.773
2888,7,6399.36,-511.082
2888,8,6390.3,-512.177
2888,9,6389.36,-495.369
2889,0,6394.07,-501.848
2889,1,6406.32,-499.845
2889,2,6405.18,-491.973
2889,3,6377.68,-507.31
2889,4,6399.16,-512.177
2889,5,6399.91,-499.626
2889,6,6388.79,-500.831
2889,7,6412.35,-506.105
2889,8,6424.96,-487.122
2889,9,6398.79,-501.363
2890,0,6384.65,-483.428
2890,1,6403.87,-506.747
2890,2,6389.73,-497.889
2890,3,6415.74,-482.098
2890,4,6381.07,-504.901
2890,5,6402.17,-503.163
2890,6,6381.82,-496.95
2890,7,6427.6,-499.171
2890,8,6396.52,-511.457
2890,9,6376.18,-496.386
2891,0,6425.9,-482.52
2891,1,6413.66,-502.709
2891,2,6392.37,-487.153
2891,3,6401.8,-504.102
2891,4,6375.79,-493.444
2891,5,6397.27,-488.171
2891,6,6416.29,-489.939
2891,7,6416.48,-488.216
2891,8,6397.65,-495.855
2891,9,6388.98,-493.335
2892,0,6419.32,-500.94
2892,1,6410.08,-483.538
2892,2,6423.64,-486.324
